slug,company_name,url,subcategory,funding_stage,hq_country,primary_market,target_icp,nav_top_items,nav_item_count,nav_architecture,nav_aesthetic,nav_sticky_on_scroll,has_pricing_link,primary_cta_copy,primary_cta_type,hero_layout,hero_h1,hero_h1_word_count,hero_says_word_AI,has_subheadline,subhead_word_count,hero_copy_bucket,hero_imagery_type,hero_has_video_or_animation,hero_cta_copy,hero_cta_contextual,nav_cta_matches_hero_cta,has_logo_panel,logo_count_visible,logo_treatment,logos_clickable_to_case_studies,has_testimonials,testimonial_format,has_named_usage_stat,usage_stat_copy,has_g2_or_review_badges,review_platforms,has_compliance_badges,compliance_list,features_layout,feature_count_on_home,has_interactive_demo,has_code_snippet,has_how_it_works_steps,has_before_after,has_use_case_tabs,has_integrations_grid,mentions_competitor_by_name,explains_with,aesthetic_bucket,uses_gradients,background_style,primary_color_hex,palette_hex,dark_mode_support,type_pairing,headline_font_family,body_font_family,h1_size_bucket,icon_style,image_treatment,has_3d_webgl,animation_tech,has_resources_section,resources_dynamic,resources_types,blog_recent_post_date,has_public_changelog,footer_link_columns,footer_links_match_nav,has_dynamic_footer,has_pre_footer_cta_block,has_newsletter_signup,has_status_page_link,copyright_year,has_faq_section,has_announcement_banner,has_chatbot,chatbot_proactive,lead_capture_style,has_email_in_hero,analytics_stack,has_cookie_consent,js_framework_detected,rendering_mode,agent_can_read_hero,js_heavy_blocks_agent,has_llms_txt,has_robots_txt,blocks_gptbot,structured_data_types,has_pricing_page,pricing_is_open,pricing_model,tier_count,annual_monthly_toggle,has_free_tier,has_free_trial,currency_localized,has_feature_comparison,has_roi_calculator,most_popular_tier_highlighted,credit_card_required_for_trial,slug1_url,slug1_type,slug1_layout,slug1_has_video,slug1_word_count_bucket,slug1_has_named_customer_quote,slug2_url,slug2_type,slug2_layout,slug2_has_video,slug2_word_count_bucket,slug2_has_named_customer_quote,content_surface_type,blog_post_volume_bucket,docs_depth,has_search_on_content,mentions_authors,voice_bucket,jargon_density,uses_word_revolutionary,has_manifesto_or_why_page,has_founder_photo_or_signature,mentions_named_personas,tone_consistency,has_share_to_llm_buttons,cms_detected,hosting_detected,has_cdn_in_headers,cookie_count_on_load,total_external_scripts,lighthouse_perf_bucket,primary_conversion_inferred,total_cta_count_on_home,cta_consistency,social_signin_options,form_field_count_if_form,confidence_overall,missing_data_count,screenshots_captured,most_distinctive_design_choice,most_questionable_design_choice,something_unique_not_seen_elsewhere,one_line_site_summary,surprise_note
aaru-com,Aaru,https://aaru.com/,marketing-ops,series-a,us,global,exec,"[""HOME"", ""PRODUCTS"", ""ABOUT"", ""CONTACT"", ""Contact""]",5,product-led,traditional-bar,,False,CONTACT,contact-sales,asymmetric,Rendering human granularity.,3,False,True,15,visionary,video,True,,,,False,1,none,,True,tweet-embed,,,False,[],False,[],none,0,False,False,False,False,False,False,True,mixed,tech-minimal,False,solid,#ccff00,"[""#000000"", ""#ffffff"", ""#ccff00""]",False,sans-sans,abcOracle,abcOracle,<40px,none,abstract-art,False,unknown,True,,"[""blog""]",,False,3,,,False,True,False,2026,False,False,False,,inline-form,False,[],False,next,ssr,True,False,False,False,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://aaru.com/products,product,long-scroll,False,<300,,https://aaru.com/about,about,long-scroll,True,<300,,none,unknown,none,,,authoritative,high,False,True,False,False,consistent,False,custom,vercel,True,1,23,unknown,contact-sales,4,consistent,[],0,medium,25,4,Monochromatic dark hero with ASCII/text-based human visualization as central visual metaphor,No visible CTA in hero; CONTACT button in nav may not drive sufficient conversions for B2B SaaS,Using ASCII/character rendering of human silhouettes to literally embody 'granularity' concept,Multi-agent simulation software for population modeling and decision prediction with visionary positioning.,EY validation study mentioned emphasizes credibility via third-party research rigor rather than typical case-study marketing
lyzr-ai,Lyzr,https://lyzr.ai,agent-platforms,series-a,us,global,exec,"[""Customer Support"", ""AI Cross Channel Support"", ""Email Triage Agent"", ""AI Phone Support"", ""Support Interaction"", ""CRM Case Generator"", ""Procurement"", ""Supplier Onboarding"", ""Supplier Sourcing"", ""Supplier Performance""]",10,use-case-led,mega-menu,,False,Talk to us,contact-sales,2col,"Deploy AI Agents to Production. In weeks, not quarters.",9,True,True,7,benefit-first,collage,False,Solutions,True,,False,0,none,,True,video,,,True,"[""G2""]",False,[],none,0,False,False,False,False,False,True,False,isometric,corporate-clean,False,solid,#8b6b5f,"[""#8b6b5f"", ""#f0e8e4"", ""#000000"", ""#ffffff""]",False,all-serif,Playfair Display,Inter,40-64,custom-illustrated,isometric,False,unknown,True,,"[""blog""]",,False,0,,,True,True,False,0,False,True,False,,inline-form,False,"[""Clarity"", ""HubSpot""]",True,wordpress,ssr,True,False,True,True,False,"[""Organization"", ""WebSite""]",True,True,usage-based,1,False,False,True,False,False,True,False,,https://www.lyzr.ai/jeff,other,long-scroll,False,1000-3000,,https://www.lyzr.ai/blueprints/support/ai-cross-channel-support-agent/,other,long-scroll,True,1000-3000,,blog,10-50,basic,True,True,corporate,high,False,True,False,True,consistent,False,wordpress,unknown,False,9,71,unknown,contact-sales,20,consistent,[],0,high,19,5,Isometric 3D illustration of control plane showing enterprise AI agents integration with major platforms,Primary CTA 'Talk to us' buries sales intent; secondary email capture suggests lead magnet confusion,Explicit 'control plane' metaphor as hero tagline for enterprise AI agent deployment,Enterprise AI agent deployment platform positioning speed-to-production as core differentiator,
warmly-ai,Warmly,https://warmly.ai,sales-enablement,series-a,us,global,ops,"[""How Warmly WorksGTM agents"", ""The GTM Brain Layer"", ""Inbound AgentConvert visitorswhile on-site"", ""AI Chatbot"", ""Personalized Landing Pages"", ""Smart Popups"", ""Live Human Chat"", ""Meeting Booking"", ""Lead Routing"", ""Real-time Alerts""]",10,product-led,traditional-bar,,False,Book a Demo,book-demo,asymmetric,AI GTM Platform That Learns Your Business,7,True,True,11,feature-list,collage,False,,,,True,57,grayscale-static,,False,none,,,True,"[""G2""]",True,"[""GDPR"", ""PCI""]",bento,8,False,False,True,False,False,True,True,product-ui,tech-minimal,True,gradient,#ff1493,"[""#ff1493"", ""#ff69b4"", ""#00d4ff"", ""#0f131a"", ""#ffffff""]",False,all-serif,Hind,Inter,40-64,custom-illustrated,mixed,False,gsap,True,,"[""blog"", ""ebooks"", ""webinar""]",,False,0,,,True,False,False,0,True,True,False,,book-demo-only,False,"[""GA4"", ""Segment"", ""HubSpot"", ""Posthog""]",True,webflow,spa,False,True,False,True,False,"[""VideoObject"", ""WebPage""]",True,True,tier,6,True,False,False,False,False,True,True,,https://warmly.ai/how-it-works,other,long-scroll,False,1000-3000,,https://warmly.ai/p/blog/gtm-brain-own-decisions,other,long-scroll,False,3000+,,blog,50+,basic,False,True,corporate,high,False,False,False,False,consistent,False,webflow,cloudflare,True,11,61,unknown,book-demo,8,consistent,[],0,high,17,5,Vibrant magenta accent color with flowing context-graph visualization showing AI agent decision pathways,"High jargon density in hero (GTM, TAM Agent, Context Graph) may confuse non-sales ops audiences","Context Graph visualization showing real-time signal routing through multiple AI agents (Signal Agent, Buying Committee Agent, Learning Agent) with persistent visual thread linking platform features",AI-native GTM platform using two autonomous agents and context graphs to automate full-funnel sales execution.,Deterministic hint shows primary_color_hex as #0f131a (near-black) but visual dominant is magenta; using screenshot-derived magenta #ff1493 per deferral rule
lindy-ai,Lindy,https://lindy.ai,agent-platforms,series-b,us,global,pm,"[""Pricing"", ""Enterprise"", ""Security"", ""Integrations"", ""DocsAI AgentsLearn how to build AI Agents."", ""DocsGetting Started With Lindy: 101Learn how to build your first ai email assist"", ""DocsAll you need to know about Lindy."", ""Case StudiesFind out how real companies use Lindy in the wild."", ""BlogLatest news, tips and tricks"", ""Talk to salesSee how Lindy saves your team hours every day""]",10,product-led,traditional-bar,,True,Try for free,start-free-trial,1col-centered,Get two hours back every day.,6,False,True,22,benefit-first,collage,False,Try for free,True,,False,1,none,,True,video,,,False,[],True,"[""SOC2"", ""HIPAA"", ""GDPR""]",none,0,False,False,True,False,False,False,False,mixed,corporate-clean,False,solid,#0f3547,"[""#0f3547"", ""#2563eb"", ""#ffffff""]",False,all-serif,Manrope,Manrope,64-96,custom-illustrated,device-mockup,False,gsap,True,,"[""blog"", ""case-studies"", ""ebooks""]",,False,0,,,False,False,True,0,False,True,False,,inline-form,False,"[""GA4"", ""HubSpot"", ""Posthog""]",True,webflow,spa,False,True,True,True,False,[],True,True,tier,2,False,True,True,False,False,True,False,,https://lindy.ai/enterprise,other,long-scroll,False,300-1000,,https://lindy.ai/security,other,long-scroll,False,300-1000,,blog,10-50,basic,False,True,authoritative,low,False,False,False,False,consistent,False,webflow,cloudflare,True,10,35,unknown,free-trial,14,consistent,[],0,high,17,5,Wood-grain device mockup with chat overlay showing Lindy proactively managing inbox,Social proof badge mentions 400K+ users but positioned modestly above headline,Proactive AI assistant framing (anticipates needs before asked) emphasizes predictive capability,AI inbox assistant helping knowledge workers reclaim two hours daily through proactive email and calendar management.,Strong benefit-driven positioning ('Get two hours back') paired with concrete use cases (Ask/Act/Anticipate) creates clarity rare in AI agent category
11x-ai,11x.ai,https://11x.ai,sales-enablement,series-b,us,global,pm,"[""AliceOutbound digital worker"", ""Outbound Lead Generation"", ""Lead Nurture"", ""Lead Reactivation"", ""Retargeting Website Visitors"", ""Competitive Takeout"", ""Customer Expansion"", ""Closed Lost"", ""PLG Conversion"", ""Event Registration""]",10,product-led,traditional-bar,,False,Get started,sign-up,asymmetric,"Digital workers, Human results.",4,False,True,7,benefit-first,collage,False,Get started,False,,True,10,grayscale-static,,True,video,,,False,[],False,[],tabs,3,False,False,True,False,True,False,False,mixed,corporate-clean,True,image-bg,#ffffff,"[""#8b7d6b"", ""#ffffff"", ""#2d2d2d""]",False,all-serif,ES Allianz,ES Allianz,96+,none,photo,False,unknown,True,,"[""blog""]",,False,0,,,True,False,False,0,False,False,False,,inline-form,False,"[""GA4"", ""Posthog""]",False,webflow,spa,False,True,True,True,False,"[""Organization""]",False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://www.11x.ai/worker/alice,other,long-scroll,False,300-1000,,https://www.11x.ai/products/alice/outbound-lead-generation,product,long-scroll,False,300-1000,,blog,10-50,basic,False,True,founder-voice,medium,False,False,True,True,consistent,False,webflow,cloudflare,True,10,27,unknown,self-sign-up,0,consistent,[],0,high,18,4,Surrealist alien figure on barren landscape as hero image reinforces 'digital workers' metaphor unusually.,White text on brown/tan gradients risks readability; logo white on tan lacks contrast.,"Named AI agents (Alice, Julian) positioned as distinct digital worker personas with specific roles.",AI-powered digital workers platform automating outreach for sales and RevOps teams.,Alien/astronaut imagery unusually ties to 'digital workers' concept—creative risk positioning AI as non-human labor.
commonroom-io,Common Room,https://commonroom.io,sales-enablement,series-b,us,global,pm,"[""Signals\n\nFrom anywhere, all in one place"", ""RoomieAI\u2122\n\nThe most informed AI in GTM"", ""RevOps"", ""Resource Hub"", ""Customers"", ""Pricing"", ""Log in"", ""Request demo""]",8,product-led,mega-menu,,True,Request demo,book-demo,1col-centered,Pipeline powered by buyer intelligence,5,False,True,11,benefit-first,collage,False,Request demo,True,,False,0,none,,True,tweet-embed,,,False,[],True,"[""GDPR""]",,0,False,False,False,False,False,False,False,text-only,corporate-clean,True,gradient,#1bc88c,"[""#1bc88c"", ""#17a074"", ""#ffffff""]",False,all-serif,Suisse Intl,Suisse Intl,64-96,none,,False,unknown,False,,[],,False,2,,,False,False,False,0,False,False,False,,inline-form,False,[],False,gatsby,ssr,True,False,True,True,False,"[""Organization"", ""Review""]",True,True,usage-based,0,False,False,False,False,False,True,False,,https://commonroom.io/product/signals/,product,long-scroll,False,300-1000,,https://commonroom.io/product/ai/,product,long-scroll,False,300-1000,,blog,10-50,basic,False,True,authoritative,high,False,False,False,False,consistent,False,webflow,netlify,True,0,12,unknown,book-demo,1,consistent,[],0,medium,22,5,Teal-to-turquoise gradient background with centered white typography and inline email-capture form,"Heavy jargon ('buyer intelligence', 'RoomieAI™', 'DataAgent') in hero without explanation may confuse unfamiliar visitors",GTM-specific product positioning emphasizing 'buyer intelligence' as core differentiator with proprietary AI agents (RoomieAI™),AI-powered GTM platform that generates sales pipeline through buyer intelligence and automated signal collection.,
sarvam-ai,Sarvam AI,https://sarvam.ai,data-infra,series-a,india,india,unknown,[],0,audience-led,traditional-bar,,False,Experience Sarvam,start-free-trial,1col-centered,AI for all from India,5,True,True,13,visionary,collage,False,PLATFORM,True,,True,28,grayscale-static,,True,video,,,False,[],True,"[""SOC2""]",none,0,False,False,False,False,False,False,False,text-only,corporate-clean,True,gradient,#212191,"[""#212191"", ""#ff6b35"", ""#ffffff""]",False,all-serif,Season Mix,Matter,64-96,none,abstract-art,False,unknown,True,,"[""blog""]",,False,4,,,False,False,False,2026,False,True,False,,book-demo-only,False,"[""GA4"", ""HubSpot"", ""Posthog""]",True,astro,spa,False,True,True,True,False,"[""Organization"", ""WebSite""]",False,False,talk-to-us,0,False,False,False,False,False,False,False,,,other,long-scroll,,unknown,,,other,long-scroll,,unknown,,blog,0-10,basic,False,True,authoritative,medium,False,False,False,False,consistent,False,unknown,other,True,7,13,unknown,book-demo,22,consistent,[],0,medium,26,4,Ornamental divider and sovereign/India-first positioning emphasis in hero,No visible feature descriptions or use-case details on homepage,Heavy focus on sovereign AI and Indian sovereignty angle as primary value prop,India-first sovereign AI platform offering models and infrastructure built on local compute.,Strong emphasis on national/geopolitical positioning rather than technical capabilities
rocketlane-com,Rocketlane,https://rocketlane.com,customer-support,series-c,india,global,pm,"[""Get started"", ""Book your spot \u2192"", ""Terms & Conditions"", ""Privacy Policy"", ""Book a demo"", ""Webflow Homepage"", ""Nitro: Rocketlane AIAgents that execute frontline work, govern delivery processe"", ""Financial ManagementTurn project delivery into billing seamlessly as finance age"", ""Project Delivery\u2028\u2028Projects agents convert SOWs into project plans automatically,"", ""Client PortalGive clients full visibility into project progress, keep teams acco""]",10,product-led,traditional-bar,,True,Book a demo,book-demo,asymmetric,"Deliver radical efficiency with an agentic, all-in-one PSA",8,False,False,0,benefit-first,collage,False,Contact sales,True,,True,103,grayscale-static,,True,video,,,True,"[""G2"", ""Capterra"", ""Gartner""]",True,"[""GDPR"", ""PCI""]",none,0,False,False,False,False,False,False,False,text-only,corporate-clean,True,image-bg,#0052cc,"[""#0052cc"", ""#ffffff"", ""#000000"", ""#f5f5f5""]",False,all-serif,Sf Pro Display,Sf Pro Display,40-64,none,photo,False,gsap,False,,[],,False,0,,,False,False,False,0,False,True,False,,book-demo-only,False,"[""GA4"", ""Segment"", ""Clarity"", ""HubSpot"", ""Hotjar""]",True,webflow,ssr,True,False,True,True,False,[],True,True,tier,6,True,True,True,False,False,True,False,,https://www.rocketlane.com/legal/terms,other,long-scroll,False,3000+,,https://www.rocketlane.com/legal/privacy-policy,other,long-scroll,False,3000+,,blog,0-10,basic,False,True,corporate,high,False,False,False,False,consistent,False,webflow,cloudflare,True,20,47,unknown,book-demo,0,consistent,"[""Google"", ""SSO""]",0,high,17,5,Scenic landscape background with integrated architecture imagery creates premium SaaS feel,"Hero relies heavily on jargon (agentic PSA, radical efficiency) without immediate clarification",Dual-button CTA (Free trial + Book demo) positioned symmetrically in hero with arrow accent on primary,AI-powered PSA platform for service delivery teams emphasizing radical efficiency through agentic automation,
attio-com,Attio,https://attio.com,sales-enablement,series-b,uk,global,pm,"[""Customers"", ""Pricing"", ""Ask AttioSearch and create with AI"", ""AINative to your CRM"", ""Data modelSync and enrich your data"", ""Productivity & collaborationContext for your team operations"", ""WorkflowsAutomate any process"", ""SequencesPersonalized outreach"", ""Call IntelligenceRecord and analyze meetings"", ""ReportingInsights in real time""]",10,product-led,traditional-bar,,True,Start for free,self-sign-up,1col-centered,Customer relationship magic.,3,False,True,7,visionary,collage,False,,,,False,0,none,,True,tweet-embed,,,False,[],True,"[""GDPR"", ""CCPA""]",tabs,4,True,False,False,False,True,False,False,mixed,corporate-clean,False,solid,#000000,"[""#000000"", ""#ffffff"", ""#6b7280""]",False,sans-sans,interDisplay,inter,64-96,filled,product-ui,False,unknown,True,,"[""blog"", ""case-studies"", ""webinar""]",,True,1,,,False,False,True,0,False,False,True,,inline-form,False,"[""GA4"", ""Clarity""]",False,next,ssr,True,False,True,True,False,"[""Organization"", ""SoftwareApplication"", ""WebSite""]",True,True,tier,6,True,True,True,True,True,True,False,,https://attio.com/customers,customers,long-scroll,False,300-1000,,https://attio.com/platform/ask,product,long-scroll,False,300-1000,,blog,10-50,basic,False,True,founder-voice,medium,False,False,False,True,consistent,False,custom,vercel,True,17,59,unknown,self-sign-up,28,consistent,[],0,high,19,5,Integrated AI chat interface (Ask Attio) embedded within product UI showcase below hero,Primary CTA 'Start for free' duplicated in top-right nav and hero; secondary 'Talk to sales' lacks equal visual prominence,Live conversational AI UI baked into the product demo section as part of the feature storytelling,AI-native CRM platform positioning itself as relationship intelligence for GTM teams with free trial entry.,The product itself (Ask Attio chatbot) is the hero feature; they lead with AI-first paradigm rather than traditional CRM selling.
gamma-app,Gamma,https://gamma.app,design-tooling,series-b,us,unknown,unknown,[],0,unknown,unknown,,False,,unknown,1col-centered,,0,,True,3,ambiguous,none,False,,,,False,0,none,,True,anonymous-quote,,,False,[],True,"[""CCPA"", ""PCI""]",none,0,False,False,False,False,False,False,False,text-only,corporate-clean,True,gradient,#1a3a52,"[""#b3d9ff"", ""#ffffff"", ""#1a3a52"", ""#ff9500""]",False,unknown,,PPMori,unknown,none,abstract-art,False,unknown,False,,[],,False,0,,,False,False,False,0,True,False,False,,none,False,[],False,unknown,unknown,False,False,True,False,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,,other,long-scroll,,unknown,,,other,long-scroll,,unknown,,none,unknown,none,,,minimal,low,False,False,False,False,consistent,False,unknown,cloudflare,True,1,2,unknown,unknown,0,unknown,[],0,low,48,4,Loading state as hero—deferred reveal with cloud illustrations and Cloudflare badge,No visible CTA or navigation; appears to be a loading/verification screen rather than actual homepage,Using a security verification UI as the primary hero instead of traditional value prop,Gamma loading/verification screen with minimal branding and cloud-themed aesthetic.,"This appears to be a transient page (verification in progress) rather than a static homepage, making traditional conversion/design analysis difficult."
cognition-ai,Cognition (Devin),https://cognition.ai,coding-agents,series-b,us,global,developer,"[""OVERVIEW"", ""ENTERPRISE"", ""PRICING"", ""CUSTOMERS"", ""OVERVIEW"", ""INSTALL"", ""ENTERPRISE"", ""PRICING"", ""BLOG"", ""CONTACT US""]",10,product-led,traditional-bar,,True,GET STARTED WITH DEVIN,sign-up,2col,COGNITION IS AN AGENT LAB,5,False,True,4,visionary,none,False,GET STARTED WITH DEVIN,True,,False,0,none,,False,none,,,False,[],False,[],none,0,False,False,False,False,False,False,False,text-only,terminal-hacker,False,patterned,#4d9bff,"[""#0f131c"", ""#4d9bff"", ""#ffffff""]",False,all-serif,IBM Plex Sans Condensed,IBM Plex Sans,<40px,none,abstract-art,False,unknown,True,,"[""blog""]",,False,4,,,True,False,False,0,False,False,False,,book-demo-only,False,"[""GA4""]",False,astro,spa,False,True,False,True,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://devin.ai,other,long-scroll,False,1000-3000,,https://devin.ai/enterprise,other,long-scroll,False,1000-3000,,blog,10-50,basic,False,True,authoritative,medium,False,False,False,False,consistent,False,unknown,vercel,True,4,9,unknown,sign-up,2,consistent,[],0,medium,21,4,Code-patterned dark background with ASCII/matrix styling evokes terminal-hacker aesthetic while showcasing AI software engineer identity,"Hero text hierarchy splits product name 'DEVIN' across color/bracket styling, potentially reducing scanning clarity for first-time visitors",Full-screen algorithmic code pattern background integrated with hero messaging creates immersive developer-centric brand identity distinct from typical SaaS hero designs,Cognition positions DEVIN as The AI software engineer through a terminal-hacker aesthetic and visionary copywriting targeting developer audiences,
genspark-ai,Genspark,https://genspark.ai,ops-automation,series-b,us,unknown,unknown,[],0,unknown,unknown,,False,,unknown,1col-centered,www.genspark.ai,1,False,True,20,ambiguous,big-image,False,,,,False,0,none,,False,none,,,False,[],False,[],none,0,False,False,False,False,False,False,False,text-only,corporate-clean,False,solid,#313131,"[""#ffffff"", ""#313131""]",False,all-serif,system-ui,system-ui,40-64,none,none,False,unknown,False,,[],,False,0,,,False,False,False,0,False,False,False,,none,False,[],False,unknown,ssr,True,False,False,True,False,[],False,False,talk-to-us,0,False,False,False,False,False,False,False,,,other,long-scroll,,unknown,,,other,long-scroll,,unknown,,none,unknown,none,,,corporate,low,False,False,False,False,consistent,False,unknown,cloudflare,True,1,2,unknown,unknown,0,scattered,[],0,medium,43,4,Cloudflare security verification interstitial page blocking access,No actual site content visible; user cannot assess product or value,,Security verification page blocking access to Genspark.ai,"This is a Cloudflare verification wall, not the actual product website"
fyxer-ai,Fyxer AI,https://fyxer.ai,ops-automation,series-b,uk,global,ops,"[""Pricing"", ""Security"", ""Speak to sales"", ""Log in"", ""AI email assistant"", ""Inbox organization"", ""Email draft writer"", ""Meeting notetaker"", ""Enterprise"", ""SMB""]",10,product-led,traditional-bar,,True,Start with Gmail,self-sign-up,1col-centered,Your assistant for sorting emails,5,False,True,7,benefit-first,video,True,How it works,True,,False,0,none,,True,video,,,True,"[""Trustpilot""]",True,"[""HIPAA"", ""GDPR"", ""ISO27001"", ""PCI""]",none,0,False,False,True,False,False,False,True,product-ui,tech-minimal,False,solid,#ff5a39,"[""#ff5a39"", ""#000000"", ""#ffffff""]",False,unknown,f37Hybrid,ui-sans-serif,64-96,custom-illustrated,product-ui,False,unknown,True,,"[""blog"", ""case-studies""]",,True,0,,,True,False,False,0,True,False,False,,inline-form,False,"[""Posthog""]",False,next,spa,False,True,False,False,False,"[""Organization"", ""WebSite""]",False,False,talk-to-us,0,False,False,False,False,False,False,False,,https://fyxer.ai/security,other,long-scroll,False,<300,,https://fyxer.ai/sales,other,long-scroll,False,<300,,blog,0-10,basic,False,False,corporate,low,False,False,False,False,consistent,True,webflow,vercel,True,0,49,unknown,self-sign-up,8,consistent,"[""Microsoft"", ""SSO""]",0,high,16,4,Dual-option CTA buttons (Gmail/Outlook) with branded icons; bold orange accent color on 'sorting emails' hero text,Primary CTA in nav says 'Start for free' but hero CTAs are platform-specific sign-ups; some messaging redundancy across sections,Email platform-specific onboarding flows (Gmail vs Outlook) surfaced directly in hero with native provider icons,"AI email assistant for inbox organization and email drafting targeting operations teams, emphasizing quick Gmail/Outlook integration.","Product-UI screenshot in hero shows Gmail inbox with instant categorization overlay, demonstrating core value prop visually rather than abstractly"
atomicwork-com,Atomicwork,https://atomicwork.com,customer-support,series-a,us,global,enterprise-it,"[""Universal AgentLive end-user support"", ""Incident ManagementDetect fast to resolve faster"", ""Knowledge ManagementInstant help for employees"", ""Agentic IGAnewAccelerate access provisioning"", ""Change ManagementHigh velocity IT operations"", ""Agentic ESMGo beyond IT & HR Support"", ""Agentic ITSMAutomate IT service desk"", ""IT Service AutomationSuperfast prompt to code"", ""OverviewAgentic service management"", ""Universal ContextLeverage enterprise IT graph""]",10,product-led,mega-menu,,True,Book a demo,book-demo,1col-centered,AI Agents that work for,5,True,True,25,benefit-first,collage,False,,,,True,55,grayscale-static,,True,video,,,True,"[""Gartner""]",True,"[""SOC2"", ""HIPAA"", ""GDPR"", ""CCPA"", ""PCI""]",none,0,False,False,False,False,False,True,False,mixed,tech-minimal,True,gradient,#862fe7,"[""#862fe7"", ""#ff5245"", ""#f5f5f5""]",False,all-serif,Interdisplay,Intervariable,40-64,custom-illustrated,mixed,False,gsap,True,,"[""case-studies""]",,False,0,,,False,False,False,0,True,False,False,,book-demo-only,False,"[""HubSpot""]",False,webflow,ssr,True,False,True,True,False,"[""VideoObject""]",True,True,usage-based,1,False,True,True,False,False,True,False,,https://atomicwork.com/features/universal-ai-agent,features,long-scroll,False,1000-3000,,https://atomicwork.com/features/it-incident-management,features,long-scroll,False,300-1000,,blog,10-50,basic,False,True,corporate,high,False,False,False,False,consistent,False,webflow,cloudflare,True,1,22,unknown,book-demo,0,consistent,[],0,high,17,5,Purple-to-pink gradient hero with bold black headline and accent color highlight on 'IT team',Hero CTA text 'Book a demo' lacks urgency or benefit-driven language compared to top-nav alternate CTA,Dual-CTA strategy with persistent top-right 'Schedule a demo' competing with centered hero 'Book a demo',"AI-powered IT service management platform targeting enterprise IT teams with agentic automation for HR, Finance, and Workplace requests.",Case study banner at page top with 98% ESAT metric front-loads customer proof before value prop—rare hero placement strategy.
clay-com,Clay,https://clay.com,sales-enablement,series-c,us,global,marketer,"[""ClaygentResearch target companies and people with AI"", ""AdsSync targeted ad audiences to LinkedIn, Meta, and Google"", ""WaterfallCombine multiple data providers for the best coverage"", ""AudiencesCentralize your first and third party data sources in Clay"", ""Signals and IntentTrack job changes promotions or other signals"", ""SequencerUse Clay's native sequencer or automate messaging"", ""Data marketplaceBuy data from 150+ providers in one place"", ""SculptorBuild GTM workflows with natural language"", ""Functions"", ""AI formating""]",10,product-led,traditional-bar,,True,Start building for free,self-sign-up,1col-centered,Go to market with unique data — and the ability to act on it,14,False,True,17,benefit-first,collage,False,Start building for free,True,,True,40,grayscale-static,,True,video,,,True,"[""G2""]",True,"[""SOC2"", ""GDPR"", ""ISO27001"", ""CCPA""]",none,0,False,False,False,False,False,True,False,text-only,corporate-clean,False,solid,#9f9b93,"[""#ffffff"", ""#000000"", ""#9f9b93""]",False,all-serif,Roobert,Roobert,64-96,none,3d-render,False,gsap,True,,"[""case-studies""]",,True,0,,,True,False,False,0,True,False,False,,book-demo-only,False,"[""GA4"", ""Segment""]",False,unknown,ssr,True,False,False,True,False,"[""SoftwareApplication"", ""WebSite""]",True,True,tier,6,True,True,True,False,True,True,True,,https://clay.com/claygent,other,long-scroll,True,1000-3000,,https://clay.com/ads,other,long-scroll,False,1000-3000,,blog,50+,basic,True,True,corporate,medium,False,False,False,False,consistent,False,unknown,cloudflare,True,10,39,unknown,self-sign-up,24,consistent,"[""Google""]",0,high,16,5,Colorful 3D stacked shapes and icons flanking centered headline to soften enterprise software aesthetic,Taupe/grey primary color lacks visual pop for modern GTM platform; feels corporate rather than dynamic,3D modular shape designs with building blocks metaphor reinforces data-stacking product positioning,"Clay unifies GTM data and AI orchestration for go-to-market teams to enrich, target, and activate at scale.","Navigation exposes 10+ product features/modules directly (Claygent, AdsSync, Waterfall, etc.) suggesting heavy feature-parity positioning rather than use-case simplification."
portkey-ai,Portkey.ai,https://portkey.ai,data-infra,series-a,us,global,developer,"[""\ud83d\ude80 Introducing Agent Gateway \u2014 governance, observability, and control for your A"", ""Rankings"", ""Pricing"", ""Book a demo"", ""Sign Up""]",5,product-led,traditional-bar,,True,Book a Demo,book-demo,2col,Production Stack for Gen AI Builders,6,True,True,26,benefit-first,collage,False,,,,False,0,none,,True,video,,,True,"[""ProductHunt""]",True,"[""HIPAA"", ""GDPR"", ""CCPA""]",cards-grid,5,True,False,False,False,False,False,False,product-ui,tech-minimal,True,gradient,#1ba9d9,"[""#1ba9d9"", ""#ffffff"", ""#000000""]",False,all-serif,Inter,sans-serif,64-96,custom-illustrated,product-ui,False,unknown,True,,"[""blog""]",,False,0,,,False,False,True,0,True,False,False,,book-demo-only,False,"[""GA4"", ""Clarity""]",False,framer,ssr,True,False,True,True,False,"[""WebSite""]",True,True,tier,2,False,False,False,False,False,True,True,,https://portkey.sh/agent-webinar,other,long-scroll,False,<300,,https://portkey.ai/rankings,other,long-scroll,False,<300,,blog,50+,basic,False,True,authoritative,medium,False,False,False,False,consistent,False,framer,cloudflare,True,9,13,unknown,book-demo,0,consistent,[],0,high,19,5,"Dark gradient hero with cyan accent, product screenshot in frame below headline creates visual hierarchy",Cookie consent popup positioned mid-viewport disrupts visual flow of product demo showcase,AI Gateway + observability + governance positioned as unified production stack for builders,"Portkey is an AI infrastructure platform providing gateway, observability, guardrails and governance for production LLM deployment.",
